event_timestamp,driverId,lat,lon,speed,pitch,roll
2021-04-02 15:00:44.607 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.5258513436598207,-1.8526411998434138
2021-04-02 15:00:43.711 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.519988734746612,-1.809108311240379
2021-04-02 15:00:42.612 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.1439280897516602,-1.754120738637598
2021-04-02 15:00:41.632 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.8856785927579927,-1.9366228822773661
2021-04-02 15:00:40.639 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.2283779467256053,-1.9401197737887153
2021-04-02 15:00:39.632 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.8808127357524047,-1.3499470233252286
2021-04-02 15:00:38.620 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.3148312079585271,-1.8145450308902813
2021-04-02 15:00:37.678 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.0,-1.392128186400058,-2.0368281683849556
2021-04-02 15:00:36.617 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643745,27.211576059523445,0.17932890057563783,-1.0415633162388869,-1.9020480448756425
2021-04-02 15:00:35.612 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460032456643596,27.211576059523445,0.17932890057563783,-1.1012144469015823,-1.8809283623183572
2021-04-02 15:00:34.628 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.46003382364294,27.211578245122137,1.2416746973991395,-1.7052931875360557,-2.519016970950956
2021-04-02 15:00:33.655 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460031947003316,27.21157524902436,1.2382827758789063,-1.3429704034101266,-2.000754985719705
2021-04-02 15:00:32.615 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.46003383026843,27.211567359994408,0.476137912273407,-1.18200871599664,-1.9563606958883595
2021-04-02 15:00:31.612 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.46003219119505,27.2115619307543,0.476137912273407,-1.5048508461653436,-1.7105856701242965
2021-04-02 15:00:30.619 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460026946480525,27.211564002262527,0.39051834046840667,-1.3517017413975356,-1.8578365197619395
2021-04-02 15:00:29.619 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.46002264758063,27.211563072931437,0.2755405962467194,-0.9916250352613409,-1.7009734510962826
2021-04-02 15:00:28.636 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.46001742638073,27.211562356883416,0.2994944125413895,-1.6687351800046926,-2.0239947383184362
2021-04-02 15:00:27.643 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.460020739236235,27.21154744978413,0.2417569935321808,-1.4487782642800393,-1.548276049100175
2021-04-02 15:00:26.639 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.45999539002925,27.21151990398585,0.0,-2.0990749705936778,-1.8271149596985108
2021-04-02 15:00:25.629 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.45999539002925,27.21151990398585,0.0,-1.8577447477552258,-1.3963470409792635
2021-04-02 15:00:24.622 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.45991473846916,27.211369606050337,0.0,-1.8763613947955418,-1.4270081113287971
2021-04-02 15:00:23.661 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.45991473846916,27.211369606050337,0.0,-2.0492482859832752,-1.4967509149448508
2021-04-02 15:00:22.647 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.45990299809173,27.211357847202198,-3.6,-1.9053921767068516,-1.4088803070130034
2021-04-02 15:00:21.806 UTC,80A4CD20-9321-11EB-9E1C-F73533AAE07E,38.45990299809173,27.211357847202198,-3.6,-1.7386832915431367,-1.3778174425910605
2021-04-02 14:24:32.073 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.441784565325825,27.17191093081256,0.5663321256637573,-0.3431044638728827,14.760174711822788
2021-04-02 14:24:31.071 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.44179641353112,27.171907526896547,1.0193426370620728,-0.781209893213443,11.69109706811528
2021-04-02 14:24:30.040 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.441800517312004,27.171904526578526,0.09551462978124618,6.5829009346743526,42.581272773365725
2021-04-02 14:24:29.076 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.441819527575355,27.171892926428363,3.541543292999268,-1.0037900866950853,73.52967851905238
2021-04-02 14:24:28.423 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.44175593109558,27.17188007246862,-3.6,-3.3424260198714,33.04097962706023
2021-04-02 14:24:28.067 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.44175593109558,27.17188007246862,-3.6,2.418613721301878,33.15366313770449
2021-04-02 14:24:27.727 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.44175939835484,27.17186290851875,-3.6,-2.276779672248495,52.342639056381714
2021-04-02 14:23:31.082 UTC,6E4951E0-93B3-11EB-A463-6F411775AB87,38.44179080369376,27.171776766717656,0.024211564846336842,9.323815206496457,20.153351914773467
